id,reading,writing,normalizedReading,playReading,zh,level,script
n4_0001,あいさつ,挨拶,あいさつ,あいさつ,打招呼、致意,N4,kanji
n4_0002,あんない,案内,あんない,あんない,帶路、導覽；說明,N4,kanji
n4_0003,いけん,意見,いけん,いけん,意見、看法,N4,kanji
n4_0005,うけつけ,受付,うけつけ,うけつけ,受理櫃台、接待處,N4,kanji
n4_0006,うつす,写す,うつす,うつす,抄寫、描摹；拍攝,N4,kanji
n4_0010,おもいだす,思い出す,おもいだす,おもいだす,想起、回想起,N4,kanji
n4_0011,かいぎ,会議,かいぎ,かいぎ,會議,N4,kanji
n4_0012,かならず,必ず,かならず,かならず,一定、必定,N4,kanji
n4_0014,きかい,機会,きかい,きかい,機會,N4,kanji
n4_0015,きけん,危険,きけん,きけん,危險,N4,kanji
n4_0016,きそく,規則,きそく,きそく,規則,N4,kanji
n4_0017,きぶん,気分,きぶん,きぶん,心情、身體狀況,N4,kanji
n4_0019,きゅうこう,急行,きゅうこう,きゅうこう,急行列車、快車,N4,kanji
n4_0021,けいけん,経験,けいけん,けいけん,經驗、體驗,N4,kanji
n4_0022,けしき,景色,けしき,けしき,景色、風景,N4,kanji
n4_0024,こうじょう,工場,こうじょう,こうじょう,工廠,N4,kanji
n4_0025,こしょう,故障,こしょう,こしょう,故障,N4,kanji
n4_0027,さげる,下げる,さげる,さげる,降低、放低；撤下,N4,kanji
n4_0028,さわぐ,騒ぐ,さわぐ,さわぐ,吵鬧、喧嘩,N4,kanji
n4_0029,したく,支度,したく,したく,準備、打點,N4,kanji
n4_0030,しっぱい,失敗,しっぱい,しっぱい,失敗,N4,kanji
n4_0031,しゅっぱつ,出発,しゅっぱつ,しゅっぱつ,出發,N4,kanji
n4_0032,じゅんび,準備,じゅんび,じゅんび,準備,N4,kanji
n4_0033,しょうたい,招待,しょうたい,しょうたい,邀請、招待,N4,kanji
n4_0034,しらせる,知らせる,しらせる,しらせる,通知、告知,N4,kanji
n4_0035,しんせつ,親切,しんせつ,しんせつ,親切、熱心,N4,kanji
n4_0037,せつめい,説明,せつめい,せつめい,說明、解釋,N4,kanji
n4_0038,そうだん,相談,そうだん,そうだん,商量、諮詢,N4,kanji
n4_0039,そだてる,育てる,そだてる,そだてる,養育、培育；栽培,N4,kanji
n4_0040,たいせつ,大切,たいせつ,たいせつ,重要、珍惜,N4,kanji
n4_0041,たしか,確か,たしか,たしか,確實；我記得,N4,kanji
n4_0042,たずねる,訪ねる,たずねる,たずねる,拜訪,N4,kanji
n4_0043,つごう,都合,つごう,つごう,方便；情況,N4,kanji
n4_0045,とくべつ,特別,とくべつ,とくべつ,特別,N4,kanji
n4_0047,ならべる,並べる,ならべる,ならべる,排列、擺放,N4,kanji
n4_0048,にゅうがく,入学,にゅうがく,にゅうがく,入學,N4,kanji
n4_0050,はずかしい,恥ずかしい,はずかしい,はずかしい,害羞、難為情,N4,kanji
n4_0051,ひつよう,必要,ひつよう,ひつよう,必要、需要,N4,kanji
n4_0052,ふくざつ,複雑,ふくざつ,ふくざつ,複雜,N4,kanji
n4_0053,ふつう,普通,ふつう,ふつう,一般、普通,N4,kanji
n4_0054,へんじ,返事,へんじ,へんじ,回覆、回信,N4,kanji
n4_0056,むり,無理,むり,むり,勉強；不合理；不可能,N4,kanji
n4_0057,やくそく,約束,やくそく,やくそく,約定、承諾,N4,kanji
n4_0058,よてい,予定,よてい,よてい,預定、計畫,N4,kanji
n4_0059,りゆう,理由,りゆう,りゆう,理由,N4,kanji
n4_0060,れんらく,連絡,れんらく,れんらく,聯絡,N4,kanji
n4_0061,あかんぼう,赤ん坊,あかんぼう,あかんぼう,嬰兒,N4,kanji
n4_0062,あさい,浅い,あさい,あさい,淺、淺薄,N4,kanji
n4_0063,あじ,味,あじ,あじ,味道、滋味,N4,kanji
n4_0064,あつまる,集まる,あつまる,あつまる,聚集、集合,N4,kanji
n4_0065,あつめる,集める,あつめる,あつめる,收集、集合,N4,kanji
n4_0066,あやまる,謝る,あやまる,あやまる,道歉,N4,kanji
n4_0067,あんしん,安心,あんしん,あんしん,安心、放心,N4,kanji
n4_0068,あんぜん,安全,あんぜん,あんぜん,安全,N4,kanji
n4_0069,いがい,以外,いがい,いがい,以外、除了……之外,N4,kanji
n4_0070,いがく,医学,いがく,いがく,醫學,N4,kanji
n4_0071,いきもの,生き物,いきもの,いきもの,生物、小動物,N4,kanji
n4_0072,いじめる,いじめる,いじめる,いじめる,欺負、霸凌,N4,hiragana
n4_0073,いただく,頂く,いただく,いただく,領受、得到；吃喝的謙讓語,N4,kanji
n4_0074,いちど,一度,いちど,いちど,一次；一度,N4,kanji
n4_0075,いっぱい,いっぱい,いっぱい,いっぱい,滿滿；很多,N4,hiragana
n4_0076,いと,糸,いと,いと,線、絲,N4,kanji
n4_0077,いない,以内,いない,いない,以內,N4,kanji
n4_0078,いなか,田舎,いなか,いなか,鄉下、故鄉,N4,kanji
n4_0079,いのる,祈る,いのる,いのる,祈禱、祈求,N4,kanji
n4_0080,いらっしゃる,いらっしゃる,いらっしゃる,いらっしゃる,在、來、去的尊敬語,N4,hiragana
n4_0081,うえる,植える,うえる,うえる,種植、栽種,N4,kanji
n4_0082,うかがう,伺う,うかがう,うかがう,拜訪；請教、詢問,N4,kanji
n4_0083,うける,受ける,うける,うける,接受；參加考試；接到,N4,kanji
n4_0084,うそ,嘘,うそ,うそ,謊言,N4,kanji
n4_0085,うちゅう,宇宙,うちゅう,うちゅう,宇宙、太空,N4,kanji
n4_0086,うつくしい,美しい,うつくしい,うつくしい,美麗、漂亮,N4,kanji
n4_0087,うつる,移る,うつる,うつる,搬移；轉移,N4,kanji
n4_0088,うら,裏,うら,うら,背面、反面；裡面,N4,kanji
n4_0089,うりば,売り場,うりば,うりば,賣場、櫃位,N4,kanji
n4_0090,えだ,枝,えだ,えだ,樹枝,N4,kanji
n4_0091,えんりょ,遠慮,えんりょ,えんりょ,客氣；顧慮,N4,kanji
n4_0092,おいでになる,おいでになる,おいでになる,おいでになる,來、去、在的尊敬語,N4,hiragana
n4_0093,おかげ,お陰,おかげ,おかげ,多虧、託福,N4,kanji
n4_0094,おこす,起こす,おこす,おこす,叫醒；引起,N4,kanji
n4_0095,おこる,怒る,おこる,おこる,生氣、發怒,N4,kanji
n4_0096,おたく,お宅,おたく,おたく,府上、您家,N4,kanji
n4_0097,おちる,落ちる,おちる,おちる,掉落；落第,N4,kanji
n4_0098,おっしゃる,おっしゃる,おっしゃる,おっしゃる,說的尊敬語,N4,hiragana
n4_0099,おつり,お釣り,おつり,おつり,找錢、零錢,N4,kanji
n4_0100,おとす,落とす,おとす,おとす,弄掉；弄丟,N4,kanji
n4_0101,おどろく,驚く,おどろく,おどろく,驚訝、嚇一跳,N4,kanji
n4_0102,おまつり,お祭り,おまつり,おまつり,祭典、廟會,N4,kanji
n4_0103,おみまい,お見舞い,おみまい,おみまい,探病、慰問,N4,kanji
n4_0104,おもて,表,おもて,おもて,表面、正面,N4,kanji
n4_0105,おや,親,おや,おや,父母、雙親,N4,kanji
n4_0106,おる,折る,おる,おる,折、彎折,N4,kanji
n4_0107,おれる,折れる,おれる,おれる,折斷、彎折；讓步,N4,kanji
n4_0108,おわり,終わり,おわり,おわり,結束、結尾,N4,kanji
n4_0109,かいじょう,会場,かいじょう,かいじょう,會場,N4,kanji
n4_0110,かいわ,会話,かいわ,かいわ,會話、對話,N4,kanji
n4_0111,かがく,科学,かがく,かがく,科學,N4,kanji
