id,reading,writing,normalizedReading,playReading,zh,level,script
n5_0001,バス,バス,ばす,バス,公車,N5,katakana
n5_0002,テレビ,テレビ,てれび,テレビ,電視,N5,katakana
n5_0003,パン,パン,ぱん,パン,麵包,N5,katakana
n5_0004,ペン,ペン,ぺん,ペン,筆,N5,katakana
n5_0005,コップ,コップ,こっぷ,コップ,杯子,N5,katakana
n5_0006,テスト,テスト,てすと,テスト,考試,N5,katakana
n5_0007,ポスト,ポスト,ぽすと,ポスト,郵筒,N5,katakana
n5_0008,カメラ,カメラ,かめら,カメラ,相機,N5,katakana
n5_0009,シャツ,シャツ,しゃつ,シャツ,襯衫,N5,katakana
n5_0010,レストラン,レストラン,れすとらん,レストラン,餐廳,N5,katakana
n5_0011,がっこう,学校,がっこう,がっこう,學校,N5,kanji
n5_0012,ちょっと,ちょっと,ちょっと,ちょっと,稍微、一點、一下,N5,hiragana
n5_0013,きょう,今日,きょう,きょう,今天,N5,kanji
n5_0014,あした,明日,あした,あした,明天,N5,kanji
n5_0015,きのう,昨日,きのう,きのう,昨天,N5,kanji
n5_0016,あさ,朝,あさ,あさ,早上,N5,kanji
n5_0017,ひる,昼,ひる,ひる,中午、白天,N5,kanji
n5_0018,よる,夜,よる,よる,晚上、夜晚,N5,kanji
n5_0019,いま,今,いま,いま,現在,N5,kanji
n5_0020,あと,後,あと,あと,後面、之後,N5,kanji
n5_0021,まえ,前,まえ,まえ,前面、以前,N5,kanji
n5_0022,うえ,上,うえ,うえ,上面,N5,kanji
n5_0023,した,下,した,した,下面,N5,kanji
n5_0024,なか,中,なか,なか,裡面、中間,N5,kanji
n5_0025,そと,外,そと,そと,外面,N5,kanji
n5_0026,みぎ,右,みぎ,みぎ,右邊,N5,kanji
n5_0027,ひだり,左,ひだり,ひだり,左邊,N5,kanji
n5_0028,ひと,人,ひと,ひと,人,N5,kanji
n5_0029,こども,子供,こども,こども,小孩、孩子,N5,kanji
n5_0030,ともだち,友達,ともだち,ともだち,朋友,N5,kanji
n5_0031,せんせい,先生,せんせい,せんせい,老師、先生,N5,kanji
n5_0032,がくせい,学生,がくせい,がくせい,學生,N5,kanji
n5_0033,かいしゃ,会社,かいしゃ,かいしゃ,公司,N5,kanji
n5_0034,でんしゃ,電車,でんしゃ,でんしゃ,電車、列車,N5,kanji
n5_0035,くるま,車,くるま,くるま,車、汽車,N5,kanji
n5_0036,じてんしゃ,自転車,じてんしゃ,じてんしゃ,腳踏車,N5,kanji
n5_0037,えき,駅,えき,えき,車站,N5,kanji
n5_0038,みせ,店,みせ,みせ,店、店家,N5,kanji
n5_0039,へや,部屋,へや,へや,房間,N5,kanji
n5_0040,いえ,家,いえ,いえ,家、房子,N5,kanji
n5_0041,ほん,本,ほん,ほん,書、本,N5,kanji
n5_0042,つくえ,机,つくえ,つくえ,書桌、桌子,N5,kanji
n5_0043,いす,椅子,いす,いす,椅子,N5,kanji
n5_0044,とけい,時計,とけい,とけい,時鐘、手錶,N5,kanji
n5_0045,かばん,鞄,かばん,かばん,包包,N5,kanji
n5_0046,かさ,傘,かさ,かさ,傘,N5,kanji
n5_0047,くつ,靴,くつ,くつ,鞋子,N5,kanji
n5_0048,ふく,服,ふく,ふく,衣服,N5,kanji
n5_0049,みず,水,みず,みず,水,N5,kanji
n5_0050,おちゃ,お茶,おちゃ,おちゃ,茶,N5,kanji
n5_0051,ごはん,ご飯,ごはん,ごはん,飯、餐,N5,kanji
n5_0052,さかな,魚,さかな,さかな,魚,N5,kanji
n5_0053,にく,肉,にく,にく,肉,N5,kanji
n5_0054,やさい,野菜,やさい,やさい,蔬菜,N5,kanji
n5_0055,くだもの,果物,くだもの,くだもの,水果,N5,kanji
n5_0056,たまご,卵,たまご,たまご,蛋,N5,kanji
n5_0057,あめ,雨,あめ,あめ,雨,N5,kanji
n5_0058,ゆき,雪,ゆき,ゆき,雪,N5,kanji
n5_0059,かぜ,風,かぜ,かぜ,風,N5,kanji
n5_0060,そら,空,そら,そら,天空,N5,kanji
n5_0061,やま,山,やま,やま,山,N5,kanji
n5_0062,かわ,川,かわ,かわ,河川、河流,N5,kanji
n5_0063,うみ,海,うみ,うみ,海,N5,kanji
n5_0064,はな,花,はな,はな,花,N5,kanji
n5_0065,ねこ,猫,ねこ,ねこ,貓,N5,kanji
n5_0066,いぬ,犬,いぬ,いぬ,狗,N5,kanji
n5_0067,とり,鳥,とり,とり,鳥,N5,kanji
n5_0068,あかい,赤い,あかい,あかい,紅色的,N5,kanji
n5_0069,あおい,青い,あおい,あおい,藍色的,N5,kanji
n5_0070,しろい,白い,しろい,しろい,白色的,N5,kanji
n5_0071,くろい,黒い,くろい,くろい,黑色的,N5,kanji
n5_0072,おおきい,大きい,おおきい,おおきい,大的,N5,kanji
n5_0073,ちいさい,小さい,ちいさい,ちいさい,小的,N5,kanji
n5_0074,あたらしい,新しい,あたらしい,あたらしい,新的,N5,kanji
n5_0075,ふるい,古い,ふるい,ふるい,舊的,N5,kanji
n5_0076,たかい,高い,たかい,たかい,高的、貴的,N5,kanji
n5_0077,やすい,安い,やすい,やすい,便宜的,N5,kanji
n5_0078,おいしい,美味しい,おいしい,おいしい,好吃的,N5,kanji
n5_0079,あつい,暑い,あつい,あつい,熱的、炎熱的,N5,kanji
n5_0080,さむい,寒い,さむい,さむい,冷的、寒冷的,N5,kanji
n5_0081,いく,行く,いく,いく,去,N5,kanji
n5_0082,くる,来る,くる,くる,來,N5,kanji
n5_0083,かえる,帰る,かえる,かえる,回去、回家,N5,kanji
n5_0084,たべる,食べる,たべる,たべる,吃,N5,kanji
n5_0085,のむ,飲む,のむ,のむ,喝,N5,kanji
n5_0086,みる,見る,みる,みる,看,N5,kanji
n5_0087,きく,聞く,きく,きく,聽、問,N5,kanji
n5_0088,よむ,読む,よむ,よむ,讀,N5,kanji
n5_0089,かく,書く,かく,かく,寫,N5,kanji
n5_0090,はなす,話す,はなす,はなす,說、說話,N5,kanji
n5_0091,かう,買う,かう,かう,買,N5,kanji
n5_0092,まつ,待つ,まつ,まつ,等、等待,N5,kanji
n5_0093,あるく,歩く,あるく,あるく,走路、步行,N5,kanji
n5_0094,およぐ,泳ぐ,およぐ,およぐ,游泳,N5,kanji
n5_0095,ねる,寝る,ねる,ねる,睡覺,N5,kanji
n5_0096,おきる,起きる,おきる,おきる,起床、發生,N5,kanji
