id,reading,writing,normalizedReading,playReading,zh,level,script
n1_egg_0001,それにしても,それにしても,それにしても,それにしても,即便如此、話雖如此,N1,hiragana
n1_egg_0002,がく,額,がく,がく,金額；數量、額度；額頭；匾額,N1,kanji
n1_egg_0003,まとも,まとも,まとも,まとも,正面；認真、正經；直接、完整,N1,hiragana
n1_egg_0004,たましい,魂,たましい,たましい,靈魂；精神、氣魄,N1,kanji
n1_egg_0005,すき,隙,すき,すき,縫隙、空隙；空檔；破綻,N1,kanji
n1_egg_0006,かんしょく,感触,かんしょく,かんしょく,觸感；感覺、手感；初步感受,N1,kanji
n1_egg_0007,なにもの,何物,なにもの,なにもの,什麼東西；何等人物、何方神聖,N1,kanji
n1_egg_0008,われ,我,われ,われ,我、自己；自我,N1,kanji
n1_egg_0009,かたて,片手,かたて,かたて,一隻手；單手；一方,N1,kanji
n1_egg_0010,わらいごえ,笑い声,わらいごえ,わらいごえ,笑聲,N1,kanji
n1_egg_0011,こっそり,こっそり,こっそり,こっそり,偷偷地、悄悄地,N1,hiragana
n1_egg_0012,やあ,やあ,やあ,やあ,嗨、打招呼用語；哎呀,N1,hiragana
n1_egg_0013,やど,宿,やど,やど,旅館、住宿處；住處,N1,kanji
n1_egg_0014,は,派,は,は,派別、流派；某派的人,N1,kanji
n1_egg_0015,ものすごい,ものすごい,ものすごい,ものすごい,驚人的、非常厲害的；可怕的、猛烈的,N1,hiragana
n1_egg_0016,きせき,奇跡,きせき,きせき,奇蹟,N1,kanji
n1_egg_0017,せっしょく,接触,せっしょく,せっしょく,接觸；聯繫、往來,N1,kanji
n1_egg_0018,せいぜい,せいぜい,せいぜい,せいぜい,最多、頂多；盡量、儘可能,N1,hiragana
n1_egg_0019,しっと,嫉妬,しっと,しっと,嫉妒、妒忌,N1,kanji
n1_egg_0020,ぎせい,犠牲,ぎせい,ぎせい,犧牲；受害者、代價,N1,kanji
n1_egg_0021,おろか,愚か,おろか,おろか,愚蠢、糊塗,N1,kanji
n1_egg_0022,あと,跡,あと,あと,痕跡；遺址；行蹤,N1,kanji
n1_egg_0023,かんべん,勘弁,かんべん,かんべん,原諒、饒恕；忍受；免除,N1,kanji
n1_egg_0024,はつ,初,はつ,はつ,首次、第一次；初次的,N1,kanji
n1_egg_0025,おちいる,陥る,おちいる,おちいる,陷入；落入,N1,kanji
n1_egg_0026,もちだす,持ち出す,もちだす,もちだす,拿出、帶出；提出；自掏腰包補貼,N1,kanji
n1_egg_0027,ねんのため,念のため,ねんのため,ねんのため,以防萬一、為了保險起見,N1,kanji
n1_egg_0028,まとまる,まとまる,まとまる,まとまる,整理好、歸納；談妥；湊齊,N1,hiragana
n1_egg_0029,くるしみ,苦しみ,くるしみ,くるしみ,痛苦、苦惱；困難,N1,kanji
n1_egg_0030,ひきあげる,引き上げる,ひきあげる,ひきあげる,拉起、吊起；提高；撤回、撤離；提拔,N1,kanji
n1_egg_0031,しょうがい,生涯,しょうがい,しょうがい,一生、生涯,N1,kanji
n1_egg_0032,こうぎ,抗議,こうぎ,こうぎ,抗議、提出異議,N1,kanji
n1_egg_0033,きぞく,貴族,きぞく,きぞく,貴族；特權階層,N1,kanji
n1_egg_0034,みひらく,見開く,みひらく,みひらく,睜大眼睛,N1,kanji
